name,overseas,withdrawn,role,keeper,batting,bowling,team,year,batting_hand,bowling_arm,bowling_speed,bowling_type,spin_type
KL Rahul,False,False,Opening batsman,False,Right-hand bat,,Kings XI Punjab,2020,R,,,,
Mayank Agarwal,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
Arshdeep Singh,False,False,Bowler,False,Left-hand bat,Left-arm medium-fast,Kings XI Punjab,2020,L,L,med,seam,
Murugan Ashwin,False,False,Bowler,False,Right-hand bat,Legbreak googly,Kings XI Punjab,2020,R,R,slow,spin,ls
Sheldon Cottrell,True,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Kings XI Punjab,2020,R,L,fast,seam,
Chris Gayle,True,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Kings XI Punjab,2020,L,R,slow,spin,os
Krishnappa Gowtham,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
Deepak Hooda,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
Chris Jordan,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2020,R,R,fast,seam,
Sarfaraz Khan,False,False,Middle-order batsman,False,Right-hand bat,Legbreak,Kings XI Punjab,2020,R,R,slow,spin,ls
Mandeep Singh,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2020,R,R,med,seam,
Glenn Maxwell,True,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
Mohammed Shami,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kings XI Punjab,2020,R,R,fast,seam,
Mujeeb Ur Rahman,True,False,Bowler,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
Karun Nair,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
James Neesham,True,False,Batting allrounder,False,Left-hand bat,Right-arm medium-fast,Kings XI Punjab,2020,L,R,med,seam,
Nicholas Pooran,True,False,Wicketkeeper batsman,True,Left-hand bat,,Kings XI Punjab,2020,L,,,,
Ishan Porel,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2020,R,R,med,seam,
Ravi Bishnoi,False,False,Bowler,False,Right-hand bat,Legbreak googly,Kings XI Punjab,2020,R,R,slow,spin,ls
Jagadeesha Suchith,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2020,L,L,slow,spin,sla
Tajinder Singh,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2020,R,R,slow,spin,os
Hardus Viljoen,True,False,Bowler,False,Right-hand bat,Right-arm fast,Kings XI Punjab,2020,R,R,fast,seam,
Eoin Morgan,False,False,Middle-order batsman,False,Left-hand bat,Right-arm medium,Kolkata Knight Riders,2020,L,R,med,seam,
Tom Banton,True,False,Opening batsman,False,Right-hand bat,,Kolkata Knight Riders,2020,R,,,,
Pat Cummins,True,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2020,R,R,fast,seam,
Lockie Ferguson,True,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2020,R,R,fast,seam,
Chris Green,True,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,R,R,slow,spin,os
Dinesh Karthik,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,R,R,slow,spin,os
Kuldeep Yadav,False,False,Bowler,False,Left-hand bat,Left-arm wrist-spin,Kolkata Knight Riders,2020,L,L,slow,spin,lls
Siddhesh Lad,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,R,R,slow,spin,os
Kamlesh Nagarkoti,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2020,R,R,fast,seam,
Nikhil Naik,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kolkata Knight Riders,2020,R,,,,
Sunil Narine,True,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,L,R,slow,spin,os
Prasidh Krishna,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2020,R,R,med,seam,
Nitish Rana,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,L,R,slow,spin,os
Andre Russell,True,False,Allrounder,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2020,R,R,fast,seam,
Sandeep Warrier,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2020,R,R,med,seam,
Shivam Mavi,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2020,R,R,fast,seam,
Shubman Gill,False,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,R,R,slow,spin,os
Rinku Singh,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2020,L,R,slow,spin,os
Rahul Tripathi,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2020,R,R,med,seam,
Varun Chakravarthy,False,False,Bowler,False,Right-hand bat,Legbreak googly,Kolkata Knight Riders,2020,R,R,slow,spin,ls
Ali Khan,False,True,Bowler,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2020,R,R,fast,seam,
Harry Gurney,False,True,Bowler,False,Right-hand bat,Left-arm fast-medium,Kolkata Knight Riders,2020,R,L,fast,seam,
Pravin Tambe,False,True,Bowler,False,Right-hand bat,Legbreak,Kolkata Knight Riders,2020,R,R,slow,spin,ls
Rohit Sharma,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2020,R,R,slow,spin,os
Anmolpreet Singh,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2020,R,R,slow,spin,os
Trent Boult,True,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Mumbai Indians,2020,R,L,fast,seam,
Jasprit Bumrah,False,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2020,R,R,fast,seam,
Rahul Chahar,False,False,Bowler,False,Right-hand bat,Legbreak googly,Mumbai Indians,2020,R,R,slow,spin,ls
Nathan Coulter-Nile,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast,Mumbai Indians,2020,R,R,fast,seam,
Quinton de Kock,False,False,Wicketkeeper batsman,True,Left-hand bat,,Mumbai Indians,2020,L,,,,
Ishan Kishan,False,False,Wicketkeeper batsman,True,Left-hand bat,,Mumbai Indians,2020,L,,,,
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2020,R,R,med,seam,
Chris Lynn,True,False,Batsman,False,Right-hand bat,Slow left-arm orthodox,Mumbai Indians,2020,R,L,slow,spin,sla
Mitchell McClenaghan,True,False,Bowler,False,Left-hand bat,Left-arm fast-medium,Mumbai Indians,2020,L,L,fast,seam,
Hardik Pandya,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2020,R,R,med,seam,
Krunal Pandya,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2020,L,L,slow,spin,sla
James Pattinson,True,False,Bowler,False,Left-hand bat,Right-arm fast-medium,Mumbai Indians,2020,L,R,fast,seam,
Kieron Pollard,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2020,R,R,med,seam,
Anukul Roy,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2020,L,L,slow,spin,sla
Sherfane Rutherford,True,False,Middle-order batsman,False,Left-hand bat,Right-arm fast-medium,Mumbai Indians,2020,L,R,fast,seam,
Aditya Tare,False,False,Wicketkeeper,True,Right-hand bat,,Mumbai Indians,2020,R,,,,
Saurabh Tiwary,False,False,Top-order batsman,False,Left-hand bat,,Mumbai Indians,2020,L,,,,
Jayant Yadav,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2020,R,R,slow,spin,os
Suryakumar Yadav,False,False,Batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2020,R,R,med,seam,
Lasith Malinga,False,True,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2020,R,R,fast,seam,
Steven Smith,False,False,Middle-order batsman,False,Right-hand bat,Legbreak googly,Rajasthan Royals,2020,R,R,slow,spin,ls
Varun Aaron,False,False,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2020,R,R,fast,seam,
Akash Singh,False,False,Bowler,False,Right-hand bat,Left-arm medium-fast,Rajasthan Royals,2020,R,L,med,seam,
Jofra Archer,True,False,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2020,R,R,fast,seam,
Jos Buttler,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2020,R,,,,
Tom Curran,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast-medium,Rajasthan Royals,2020,R,R,fast,seam,
Shreyas Gopal,False,False,Allrounder,False,Right-hand bat,Legbreak,Rajasthan Royals,2020,R,R,slow,spin,ls
Yashasvi Jaiswal,False,False,Opening batsman,False,Left-hand bat,Legbreak,Rajasthan Royals,2020,L,R,slow,spin,ls
Kartik Tyagi,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Rajasthan Royals,2020,R,R,med,seam,
Mahipal Lomror,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2020,L,L,slow,spin,sla
Mayank Markande,False,False,Bowler,False,Right-hand bat,Legbreak,Rajasthan Royals,2020,R,R,slow,spin,ls
David Miller,True,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Rajasthan Royals,2020,L,R,slow,spin,os
Riyan Parag,False,False,Top-order batsman,False,Right-hand bat,Legbreak,Rajasthan Royals,2020,R,R,slow,spin,ls
Ankit Rajpoot,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2020,R,R,med,seam,
Sanju Samson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2020,R,,,,
Shashank Singh,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2020,R,R,slow,spin,os
Ben Stokes,True,False,Allrounder,False,Left-hand bat,Right-arm fast-medium,Rajasthan Royals,2020,L,R,fast,seam,
Rahul Tewatia,False,False,Bowler,False,Left-hand bat,Legbreak,Rajasthan Royals,2020,L,R,slow,spin,ls
Oshane Thomas,True,False,Bowler,False,Left-hand bat,Right-arm fast,Rajasthan Royals,2020,L,R,fast,seam,
Andrew Tye,True,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Rajasthan Royals,2020,R,R,med,seam,
Jaydev Unadkat,False,False,Bowler,False,Right-hand bat,Left-arm medium,Rajasthan Royals,2020,R,L,med,seam,
Robin Uthappa,False,False,Batsman,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2020,R,R,med,seam,
Manan Vohra,False,False,Opening batsman,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2020,R,R,med,seam,
Virat Kohli,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2020,R,R,med,seam,
Moeen Ali,True,False,Batting allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2020,L,R,slow,spin,os
Yuzvendra Chahal,False,False,Bowler,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2020,R,R,slow,spin,ls
Pavan Deshpande,False,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2020,L,R,slow,spin,os
AB de Villiers,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2020,R,R,med,seam,
Shivam Dube,False,False,Allrounder,False,Left-hand bat,Right-arm medium,Royal Challengers Bangalore,2020,L,R,med,seam,
Aaron Finch,True,False,Top-order batsman,False,Right-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2020,R,L,slow,spin,sla
Gurkeerat Singh Mann,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2020,R,R,slow,spin,os
Mohammed Siraj,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2020,R,R,med,seam,
Chris Morris,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2020,R,R,fast,seam,
Pawan Negi,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2020,L,L,slow,spin,sla
Devdutt Padikkal,False,False,Top-order batsman,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2020,L,R,slow,spin,os
Parthiv Patel,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2020,L,R,slow,spin,os
Josh Philippe,True,False,Wicketkeeper batsman,True,Right-hand bat,,Royal Challengers Bangalore,2020,R,,,,
Shahbaz Ahmed,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2020,L,L,slow,spin,sla
Navdeep Saini,False,False,Bowler,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2020,R,R,fast,seam,
Dale Steyn,True,False,Bowler,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2020,R,R,fast,seam,
Isuru Udana,True,False,Allrounder,False,Right-hand bat,Left-arm medium-fast,Royal Challengers Bangalore,2020,R,L,med,seam,
Washington Sundar,False,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2020,L,R,slow,spin,os
Umesh Yadav,False,False,Bowler,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2020,R,R,fast,seam,
Adam Zampa,True,False,Bowler,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2020,R,R,slow,spin,ls
Kane Richardson,False,True,Bowler,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2020,R,R,fast,seam,
David Warner,False,False,Opening batsman,False,Left-hand bat,Legbreak,Sunrisers Hyderabad,2020,L,R,slow,spin,ls
Abdul Samad,False,False,Batsman,False,Right-hand bat,Legbreak,Sunrisers Hyderabad,2020,R,R,slow,spin,ls
Abhishek Sharma,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2020,L,L,slow,spin,sla
Khaleel Ahmed,False,False,Bowler,False,Right-hand bat,Left-arm medium,Sunrisers Hyderabad,2020,R,L,med,seam,
Fabian Allen,True,False,Bowling allrounder,False,Right-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2020,R,L,slow,spin,sla
Jonny Bairstow,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Basil Thampi,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2020,R,R,fast,seam,
Priyam Garg,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Shreevats Goswami,False,False,Wicketkeeper batsman,True,Left-hand bat,,Sunrisers Hyderabad,2020,L,,,,
Jason Holder,True,False,Bowling allrounder,False,Right-hand bat,Right-arm medium-fast,Sunrisers Hyderabad,2020,R,R,med,seam,
Siddarth Kaul,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Mohammad Nabi,True,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2020,R,R,slow,spin,os
Shahbaz Nadeem,False,False,Bowler,False,Right-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2020,R,L,slow,spin,sla
T Natarajan,False,False,Bowler,False,Left-hand bat,Left-arm medium,Sunrisers Hyderabad,2020,L,L,med,seam,
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Rashid Khan,True,False,Bowler,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2020,R,R,slow,spin,ls
Wriddhiman Saha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Sunrisers Hyderabad,2020,R,,,,
Bavanaka Sandeep,False,False,Batsman,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2020,L,L,slow,spin,sla
Sandeep Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Vijay Shankar,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Billy Stanlake,True,False,Bowler,False,Left-hand bat,Right-arm fast,Sunrisers Hyderabad,2020,L,R,fast,seam,
Kane Williamson,True,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2020,R,R,slow,spin,os
Bhuvneshwar Kumar,False,True,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
Mitchell Marsh,False,True,Allrounder,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2020,R,R,med,seam,
MS Dhoni,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
KM Asif,False,False,Bowler,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
Sam Billings,True,False,Wicketkeeper batsman,True,Right-hand bat,,Chennai Super Kings,2019,R,,,,
Dwayne Bravo,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
Deepak Chahar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
Faf du Plessis,True,False,Middle-order batsman,False,Right-hand bat,Legbreak,Chennai Super Kings,2019,R,R,slow,spin,ls
Ruturaj Gaikwad,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2019,R,R,slow,spin,os
Harbhajan Singh,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2019,R,R,slow,spin,os
Imran Tahir,True,False,Bowler,False,Right-hand bat,Legbreak googly,Chennai Super Kings,2019,R,R,slow,spin,ls
Ravindra Jadeja,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Chennai Super Kings,2019,L,L,slow,spin,sla
Kedar Jadhav,False,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2019,R,R,slow,spin,os
Narayan Jagadeesan,False,False,Opening batsman,False,Right-hand bat,,Chennai Super Kings,2019,R,,,,
Scott Kuggeleijn,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast-medium,Chennai Super Kings,2019,R,R,fast,seam,
Monu Kumar,False,False,Bowling allrounder,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
Suresh Raina,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Chennai Super Kings,2019,L,R,slow,spin,os
Ambati Rayudu,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2019,R,R,slow,spin,os
Mitchell Santner,True,False,Bowling allrounder,False,Left-hand bat,Slow left-arm orthodox,Chennai Super Kings,2019,L,L,slow,spin,sla
Karn Sharma,False,False,Bowler,False,Left-hand bat,Legbreak googly,Chennai Super Kings,2019,L,R,slow,spin,ls
Mohit Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
Shardul Thakur,False,False,Bowler,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2019,R,R,med,seam,
Murali Vijay,False,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2019,R,R,slow,spin,os
Shane Watson,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Chennai Super Kings,2019,R,R,fast,seam,
David Willey,True,False,Bowling allrounder,False,Left-hand bat,Left-arm fast-medium,Chennai Super Kings,2019,L,L,fast,seam,
Lungi Ngidi,False,True,Bowler,False,Right-hand bat,Right-arm fast-medium,Chennai Super Kings,2019,R,R,fast,seam,
Shreyas Iyer,False,False,Top-order batsman,False,Right-hand bat,Legbreak googly,Delhi Capitals,2019,R,R,slow,spin,ls
Avesh Khan,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Delhi Capitals,2019,R,R,med,seam,
Bandaru Ayyappa,False,False,Bowler,False,Right-hand bat,Right-arm medium,Delhi Capitals,2019,R,R,med,seam,
Ankush Bains,False,False,Wicketkeeper batsman,True,Right-hand bat,,Delhi Capitals,2019,R,,,,
Trent Boult,True,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Delhi Capitals,2019,R,L,fast,seam,
Shikhar Dhawan,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Delhi Capitals,2019,L,R,slow,spin,os
Colin Ingram,True,False,Top-order batsman,False,Left-hand bat,Legbreak,Delhi Capitals,2019,L,R,slow,spin,ls
Sandeep Lamichhane,True,False,Bowler,False,Right-hand bat,Legbreak googly,Delhi Capitals,2019,R,R,slow,spin,ls
Manjot Kalra,False,False,Opening batsman,False,Left-hand bat,Right-arm bowler,Delhi Capitals,2019,L,R,slow,other,
Amit Mishra,False,False,Bowler,False,Right-hand bat,Legbreak,Delhi Capitals,2019,R,R,slow,spin,ls
Chris Morris,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast-medium,Delhi Capitals,2019,R,R,fast,seam,
Colin Munro,True,False,Opening batsman,False,Left-hand bat,Right-arm medium-fast,Delhi Capitals,2019,L,R,med,seam,
Rishabh Pant,False,False,Wicketkeeper batsman,True,Left-hand bat,,Delhi Capitals,2019,L,,,,
